# UDDS profile from SLIDE https://github.com/davidhowey/SLIDE/blob/master/Current%20Profile%20drive%20cycle%20UDDS.csv
# with a maximum current of 8.1A
# Time [s], Current [A]
1242,-0.18947
1243,-0.10343
1244,0.0216
1245,0.030392
1246,0.030392
1247,0.030392
1248,0.030392
1249,0.030392
1250,0.030392
1251,0.030392
1252,0.070736
1253,0.047935
1254,0.047935
1255,0.047935
1256,0.047935
1257,0.11322
1258,0.31856
1259,0.36126
1260,0.45592
1261,0.69531
1262,1.0924
1263,1.5758
1264,0.60872
1265,-0.37739
1266,-0.33712
1267,-0.25589
1268,0.93339
1269,1.8833
1270,3.1416
1271,3.893
1272,3.883
1273,2.7543
1274,1.7614
1275,1.1358
1276,1.8632
1277,1.5648
1278,1.4202
1279,1.2617
1280,0.51963
1281,-0.27999
1282,-0.2752
1283,0.49509
1284,0.49509
1285,0.49509
1286,0.49509
1287,0.49509
1288,1.4139
1289,0.69336
1290,1.2617
1291,0.90025
1292,1.1013
1293,1.3119
1294,0.93671
1295,0.74571
1296,1.1497
1297,0.9613
1298,2.2085
1299,2.2787
1300,1.6894
1301,2.1691
1302,0.86236
1303,0.41592
1304,-1.0735
1305,-4.2195
1306,-3.6985
1307,-3.1731
1308,-2.6438
1309,-2.1113
1310,-1.5763
1311,-1.0392
1312,-0.50071
1313,-0.028015
1314,0.030392
1315,0.030392
1316,0.030392
1317,0.030392
1318,0.030392
1319,0.030392
1320,0.030392
1321,0.030392
1322,0.030392
1323,0.030392
1324,0.030392
1325,0.030392
1326,0.030392
1327,0.030392
1328,0.030392
1329,0.030392
1330,0.030392
1331,0.030392
1332,0.030392
1333,0.030392
1334,0.030392
1335,0.030392
1336,0.030392
1337,0.030392
1338,0.11977
1339,0.88564
1340,1.7821
1341,2.6801
1342,1.9564
1343,2.3575
1344,2.4115
1345,2.3841
1346,2.1329
1347,1.6352
1348,2.0306
1349,1.4463
1350,0.79757
1351,0.97831
1352,-0.14173
1353,-0.13972
1354,-0.25086
1355,-0.35555
1356,-0.239
1357,-0.12877
1358,-0.83321
1359,-0.69193
1360,-0.65352
1361,-0.61481
1362,-0.95819
1363,-1.8067
1364,-1.3678
1365,-0.8718
1366,-0.4758
1367,-0.12072
1368,0.030392
1369,0.030392
