Temperature [degC],Current [A],SoC,R0 [Ohm]
-20,600,0.8,0.0019528486047193942
-20,600,0.8500000000000001,0.0020215860556075317
-20,600,0.9,0.0021008984989399977
-20,600,0.9500000000000001,0.0021907859347167933
-20,600,1.0,0.0022912483629379176
-20,650,0.0,0.002302159069428098
-20,650,0.05,0.0022012182486916346
-20,650,0.1,0.0021109027775063783
-20,650,0.15000000000000002,0.0020312126558723292
-20,650,0.2,0.0019621478837894865
-20,650,0.25,0.0019037084612578499
-20,650,0.30000000000000004,0.0018558943882774203
-20,650,0.35000000000000003,0.001818705664848197
-20,650,0.4,0.0017921422909701807
-20,650,0.45,0.0017762042666433706
-20,650,0.5,0.0017708915918677676
-20,650,0.55,0.001776204266643371
-20,650,0.6000000000000001,0.0017921422909701807
-20,650,0.65,0.001818705664848197
-20,650,0.7000000000000001,0.0018558943882774203
-20,650,0.75,0.0019037084612578499
-20,650,0.8,0.0019621478837894865
-20,650,0.8500000000000001,0.0020312126558723292
-20,650,0.9,0.0021109027775063783
-20,650,0.9500000000000001,0.002201218248691635
-20,650,1.0,0.002302159069428098
-20,700,0.0,0.0023130697759182785
-20,700,0.05,0.0022116505626664767
-20,700,0.1,0.0021209070560727597
-20,700,0.15000000000000002,0.0020408392561371276
-20,700,0.2,0.001971447162859579
-20,700,0.25,0.0019127307762401146
-20,700,0.30000000000000004,0.0018646900962787352
-20,700,0.35000000000000003,0.0018273251229754398
-20,700,0.4,0.001800635856330229
-20,700,0.45,0.0017846222963431024
-20,700,0.5,0.0017792844430140602
-20,700,0.55,0.0017846222963431029
-20,700,0.6000000000000001,0.001800635856330229
-20,700,0.65,0.0018273251229754398
-20,700,0.7000000000000001,0.0018646900962787352
-20,700,0.75,0.0019127307762401146
-20,700,0.8,0.001971447162859579
-20,700,0.8500000000000001,0.0020408392561371276
-20,700,0.9,0.0021209070560727597
-20,700,0.9500000000000001,0.002211650562666477
-20,700,1.0,0.0023130697759182785
-10,-400,0.0,0.0015663626484783517
-10,-400,0.05,0.0014976836708143007
-10,-400,0.1,0.00143623405922015
-10,-400,0.15000000000000002,0.0013820138136958994
-10,-400,0.2,0.0013350229342415489
-10,-400,0.25,0.0012952614208570983
-10,-400,0.30000000000000004,0.0012627292735425482
-10,-400,0.35000000000000003,0.0012374264922978976
-10,-400,0.4,0.0012193530771231476
-10,-400,0.45,0.0012085090280182975
-10,-400,0.5,0.0012048943449833474
-10,-400,0.55,0.0012085090280182977
-10,-400,0.6000000000000001,0.0012193530771231476
-10,-400,0.65,0.0012374264922978976
-10,-400,0.7000000000000001,0.0012627292735425482
-10,-400,0.75,0.0012952614208570983
-10,-400,0.8,0.0013350229342415489
-10,-400,0.8500000000000001,0.0013820138136958994
-10,-400,0.9,0.00143623405922015
-10,-400,0.9500000000000001,0.001497683670814301
-10,-400,1.0,0.0015663626484783517
-10,-350,0.0,0.001558758946301272
-10,-350,0.05,0.0014904133617326778
-10,-350,0.1,0.0014292620492239354
-10,-350,0.15000000000000002,0.0013753050087750454
-10,-350,0.2,0.0013285422403860074
-10,-350,0.25,0.001288973744056821
-10,-350,0.30000000000000004,0.001256599519787487
-10,-350,0.35000000000000003,0.0012314195675780047
-10,-350,0.4,0.0012134338874283748
-10,-350,0.45,0.0012026424793385969
-10,-350,0.5,0.001199045343308671
-10,-350,0.55,0.001202642479338597
-10,-350,0.6000000000000001,0.0012134338874283748
-10,-350,0.65,0.0012314195675780047
-10,-350,0.7000000000000001,0.001256599519787487
-10,-350,0.75,0.001288973744056821
-10,-350,0.8,0.0013285422403860074
-10,-350,0.8500000000000001,0.0013753050087750454
-10,-350,0.9,0.0014292620492239354
-10,-350,0.9500000000000001,0.001490413361732678
-10,-350,1.0,0.001558758946301272
-10,-300,0.0,0.0015511552441241929
-10,-300,0.05,0.001483143052651055
-10,-300,0.1,0.0014222900392277214
-10,-300,0.15000000000000002,0.001368596203854192
-10,-300,0.2,0.0013220615465304659
-10,-300,0.25,0.001282686067256544
-10,-300,0.30000000000000004,0.0012504697660324264
-10,-300,0.35000000000000003,0.0012254126428581122
-10,-300,0.4,0.0012075146977336025
-10,-300,0.45,0.0011967759306588965
-10,-300,0.5,0.0011931963416339946
-10,-300,0.55,0.001196775930658897
-10,-300,0.6000000000000001,0.0012075146977336025
-10,-300,0.65,0.0012254126428581122
-10,-300,0.7000000000000001,0.0012504697660324264
-10,-300,0.75,0.001282686067256544
-10,-300,0.8,0.0013220615465304659
-10,-300,0.8500000000000001,0.001368596203854192
-10,-300,0.9,0.0014222900392277214
-10,-300,0.9500000000000001,0.0014831430526510553
-10,-300,1.0,0.0015511552441241929
-10,-250,0.0,0.0015435515419471135
-10,-250,0.05,0.0014758727435694322
-10,-250,0.1,0.0014153180292315068
-10,-250,0.15000000000000002,0.0013618873989333377
-10,-250,0.2,0.0013155808526749242
-10,-250,0.25,0.0012763983904562667
-10,-250,0.30000000000000004,0.0012443400122773654
-10,-250,0.35000000000000003,0.0012194057181382195
-10,-250,0.4,0.0012015955080388297
-10,-250,0.45,0.0011909093819791959
-10,-250,0.5,0.001187347339959318
-10,-250,0.55,0.001190909381979196
-10,-250,0.6000000000000001,0.0012015955080388297
-10,-250,0.65,0.0012194057181382195
-10,-250,0.7000000000000001,0.0012443400122773654
-10,-250,0.75,0.0012763983904562667
-10,-250,0.8,0.0013155808526749242
-10,-250,0.8500000000000001,0.0013618873989333377
-10,-250,0.9,0.0014153180292315068
-10,-250,0.9500000000000001,0.0014758727435694322
-10,-250,1.0,0.0015435515419471135
-10,-200,0.0,0.001535947839770034
-10,-200,0.05,0.0014686024344878095
-10,-200,0.1,0.0014083460192352926
-10,-200,0.15000000000000002,0.001355178594012484
-10,-200,0.2,0.0013091001588193829
-10,-200,0.25,0.0012701107136559896
-10,-200,0.30000000000000004,0.0012382102585223045
-10,-200,0.35000000000000003,0.0012133987934183268
-10,-200,0.4,0.0011956763183440574
-10,-200,0.45,0.0011850428332994955
-10,-200,0.5,0.0011814983382846416
-10,-200,0.55,0.001185042833299496
-10,-200,0.6000000000000001,0.0011956763183440574
-10,-200,0.65,0.0012133987934183268
-10,-200,0.7000000000000001,0.0012382102585223045
-10,-200,0.75,0.0012701107136559896
-10,-200,0.8,0.0013091001588193829
-10,-200,0.8500000000000001,0.001355178594012484
-10,-200,0.9,0.0014083460192352926
-10,-200,0.9500000000000001,0.0014686024344878097
-10,-200,1.0,0.001535947839770034
-10,-150,0.0,0.0015283441375929547
-10,-150,0.05,0.0014613321254061864
-10,-150,0.1,0.0014013740092390782
-10,-150,0.15000000000000002,0.00134846978909163
-10,-150,0.2,0.0013026194649638412
-10,-150,0.25,0.0012638230368557123
-10,-150,0.30000000000000004,0.0012320805047672436
-10,-150,0.35000000000000003,0.0012073918686984339
-10,-150,0.4,0.0011897571286492846
-10,-150,0.45,0.0011791762846197948
-10,-150,0.5,0.0011756493366099651
-10,-150,0.55,0.0011791762846197953
-10,-150,0.6000000000000001,0.0011897571286492846
-10,-150,0.65,0.0012073918686984339
-10,-150,0.7000000000000001,0.0012320805047672436
-10,-150,0.75,0.0012638230368557123
-10,-150,0.8,0.0013026194649638412
-10,-150,0.8500000000000001,0.00134846978909163
-10,-150,0.9,0.0014013740092390782
-10,-150,0.9500000000000001,0.0014613321254061866
-10,-150,1.0,0.0015283441375929547
-10,-100,0.0,0.0015207404354158755
-10,-100,0.05,0.001454061816324564
-10,-100,0.1,0.001394401999242864
-10,-100,0.15000000000000002,0.0013417609841707761
-10,-100,0.2,0.0012961387711082999
-10,-100,0.25,0.0012575353600554353
-10,-100,0.30000000000000004,0.0012259507510121827
-10,-100,0.35000000000000003,0.0012013849439785414
-10,-100,0.4,0.0011838379389545123
-10,-100,0.45,0.0011733097359400944
-10,-100,0.5,0.0011698003349352888
-10,-100,0.55,0.0011733097359400949
-10,-100,0.6000000000000001,0.0011838379389545123
-10,-100,0.65,0.0012013849439785414
-10,-100,0.7000000000000001,0.0012259507510121827
-10,-100,0.75,0.0012575353600554353
-10,-100,0.8,0.0012961387711082999
-10,-100,0.8500000000000001,0.0013417609841707761
-10,-100,0.9,0.001394401999242864
-10,-100,0.9500000000000001,0.001454061816324564
-10,-100,1.0,0.0015207404354158755
-10,-50,0.0,0.001513136733238796
-10,-50,0.05,0.001446791507242941
-10,-50,0.1,0.0013874299892466498
-10,-50,0.15000000000000002,0.0013350521792499224
-10,-50,0.2,0.0012896580772527584
-10,-50,0.25,0.001251247683255158
-10,-50,0.30000000000000004,0.0012198209972571216
-10,-50,0.35000000000000003,0.0011953780192586487
-10,-50,0.4,0.0011779187492597396
-10,-50,0.45,0.001167443187260394
-10,-50,0.5,0.0011639513332606123
-10,-50,0.55,0.0011674431872603943
-10,-50,0.6000000000000001,0.0011779187492597396
-10,-50,0.65,0.0011953780192586487
-10,-50,0.7000000000000001,0.0012198209972571216
-10,-50,0.75,0.001251247683255158
-10,-50,0.8,0.0012896580772527584
-10,-50,0.8500000000000001,0.0013350521792499224
-10,-50,0.9,0.0013874299892466498
-10,-50,0.9500000000000001,0.0014467915072429412
-10,-50,1.0,0.001513136733238796
-10,0,0.0,0.0015055330310617167
-10,0,0.05,0.0014395211981613181
-10,0,0.1,0.0013804579792504354
-10,0,0.15000000000000002,0.0013283433743290685
-10,0,0.2,0.0012831773833972167
-10,0,0.25,0.001244960006454881
-10,0,0.30000000000000004,0.0012136912435020608
-10,0,0.35000000000000003,0.001189371094538756
-10,0,0.4,0.0011719995595649672
-10,0,0.45,0.0011615766385806934
-10,0,0.5,0.0011581023315859358
-10,0,0.55,0.0011615766385806939
-10,0,0.6000000000000001,0.0011719995595649672
-10,0,0.65,0.001189371094538756
-10,0,0.7000000000000001,0.0012136912435020608
-10,0,0.75,0.001244960006454881
