Temperature [degC],Current [A],SoC,C1 [F]
-20,-100,0.05,9585.601070017237
-20,-100,0.1,9995.723263449183
-20,-100,0.15000000000000002,10387.883286862618
-20,-100,0.2,10753.5217780067
-20,-100,0.25,11083.629888401325
-20,-100,0.30000000000000004,11369.181421785708
-20,-100,0.35000000000000003,11601.657380751143
-20,-100,0.4,11773.618705564648
-20,-100,0.45,11879.26433702036
-20,-100,0.5,11914.902130031423
-20,-100,0.55,11879.264337020359
-20,-100,0.6000000000000001,11773.618705564648
-20,-100,0.65,11601.657380751143
-20,-100,0.7000000000000001,11369.181421785708
-20,-100,0.75,11083.629888401325
-20,-100,0.8,10753.5217780067
-20,-100,0.8500000000000001,10387.883286862618
-20,-100,0.9,9995.723263449183
-20,-100,0.9500000000000001,9585.601070017234
-20,-100,1.0,9165.309330793401
-20,-50,0.0,9211.36616160141
-20,-50,0.05,9633.769919615312
-20,-50,0.1,10045.953028592143
-20,-50,0.15000000000000002,10440.083705389565
-20,-50,0.2,10807.559575886131
-20,-50,0.25,11139.326521006356
-20,-50,0.30000000000000004,11426.312986719307
-20,-50,0.35000000000000003,11659.957166584063
-20,-50,0.4,11832.782618657939
-20,-50,0.45,11938.95913268378
-20,-50,0.5,11974.776010081834
-20,-50,0.55,11938.959132683778
-20,-50,0.6000000000000001,11832.782618657939
-20,-50,0.65,11659.957166584063
-20,-50,0.7000000000000001,11426.312986719307
-20,-50,0.75,11139.326521006356
-20,-50,0.8,10807.559575886131
-20,-50,0.8500000000000001,10440.083705389565
-20,-50,0.9,10045.953028592143
-20,-50,0.9500000000000001,9633.76991961531
-20,-50,1.0,9211.36616160141
-20,0,0.0,9257.888212922628
-20,0,0.05,9682.425323249734
-20,0,0.1,10096.690165100184
-20,0,0.15000000000000002,10492.811400871333
-20,0,0.2,10862.143210107777
-20,0,0.25,11195.585745859924
-20,0,0.30000000000000004,11484.021638167385
-20,0,0.35000000000000003,11718.845839142572
-20,0,0.4,11892.544147034996
-20,0,0.45,11999.256906081175
-20,0,0.5,12035.254676799419
-20,0,0.55,11999.256906081173
-20,0,0.6000000000000001,11892.544147034996
-20,0,0.65,11718.845839142572
-20,0,0.7000000000000001,11484.021638167385
-20,0,0.75,11195.585745859924
-20,0,0.8,10862.143210107777
-20,0,0.8500000000000001,10492.811400871333
-20,0,0.9,10096.690165100184
-20,0,0.9500000000000001,9682.425323249732
-20,0,1.0,9257.888212922628
-20,50,0.0,9211.36616160141
-20,50,0.05,9633.769919615312
-20,50,0.1,10045.953028592143
-20,50,0.15000000000000002,10440.083705389565
-20,50,0.2,10807.559575886131
-20,50,0.25,11139.326521006356
-20,50,0.30000000000000004,11426.312986719307
-20,50,0.35000000000000003,11659.957166584063
-20,50,0.4,11832.782618657939
-20,50,0.45,11938.95913268378
-20,50,0.5,11974.776010081834
-20,50,0.55,11938.959132683778
-20,50,0.6000000000000001,11832.782618657939
-20,50,0.65,11659.957166584063
-20,50,0.7000000000000001,11426.312986719307
-20,50,0.75,11139.326521006356
-20,50,0.8,10807.559575886131
-20,50,0.8500000000000001,10440.083705389565
-20,50,0.9,10045.953028592143
-20,50,0.9500000000000001,9633.76991961531
-20,50,1.0,9211.36616160141
-20,100,0.0,9165.309330793401
-20,100,0.05,9585.601070017237
-20,100,0.1,9995.723263449183
-20,100,0.15000000000000002,10387.883286862618
-20,100,0.2,10753.5217780067
-20,100,0.25,11083.629888401325
-20,100,0.30000000000000004,11369.181421785708
-20,100,0.35000000000000003,11601.657380751143
-20,100,0.4,11773.618705564648
-20,100,0.45,11879.26433702036
-20,100,0.5,11914.902130031423
-20,100,0.55,11879.264337020359
-20,100,0.6000000000000001,11773.618705564648
-20,100,0.65,11601.657380751143
-20,100,0.7000000000000001,11369.181421785708
-20,100,0.75,11083.629888401325
-20,100,0.8,10753.5217780067
-20,100,0.8500000000000001,10387.883286862618
-20,100,0.9,9995.723263449183
-20,100,0.9500000000000001,9585.601070017234
-20,100,1.0,9165.309330793401
-20,150,0.0,9119.710776908858
-20,150,0.05,9537.911512454963
-20,150,0.1,9945.993296964361
-20,150,0.15000000000000002,10336.202275485193
-20,150,0.2,10700.021669658408
-20,150,0.25,11028.487451145598
-20,150,0.30000000000000004,11312.618330135036
-20,150,0.35000000000000003,11543.937692289697
-20,150,0.4,11715.043488124029
-20,150,0.45,11820.163519423248
-20,150,0.5,11855.624009981519
-20,150,0.55,11820.163519423244
-20,150,0.6000000000000001,11715.043488124029
-20,150,0.65,11543.937692289697
-20,150,0.7000000000000001,11312.618330135036
-20,150,0.75,11028.487451145598
-20,150,0.8,10700.021669658408
-20,150,0.8500000000000001,10336.202275485193
-20,150,0.9,9945.993296964361
-20,150,0.9500000000000001,9537.91151245496
-20,150,1.0,9119.710776908858
-20,200,0.0,9074.563693854854
-20,200,0.05,9490.694128729936
-20,200,0.1,9896.75570638533
-20,200,0.15000000000000002,10285.032957289719
-20,200,0.2,10647.051265353168
-20,200,0.25,10973.890978615173
-20,200,0.30000000000000004,11256.615269094762
-20,200,0.35000000000000003,11486.789485892221
-20,200,0.4,11657.048223331334
-20,200,0.45,11761.647858436001
-20,200,0.5,11796.93280201131
-20,200,0.55,11761.647858435997
-20,200,0.6000000000000001,11657.048223331334
-20,200,0.65,11486.789485892221
-20,200,0.7000000000000001,11256.615269094762
-20,200,0.75,10973.890978615173
-20,200,0.8,10647.051265353168
-20,200,0.8500000000000001,10285.032957289719
-20,200,0.9,9896.75570638533
-20,200,0.9500000000000001,9490.694128729936
-20,200,1.0,9074.563693854854
-20,250,0.0,9029.861409648673
-20,250,0.05,9443.941940903682
-20,250,0.1,9848.00321522087
-20,250,0.15000000000000002,10234.367770308
-20,250,0.2,10594.602736952414
-20,250,0.25,10919.832402365837
-20,250,0.30000000000000004,11201.163962350454
-20,250,0.35000000000000003,11430.20431601098
-20,250,0.4,11599.624340457784
-20,250,0.45,11703.708706424004
-20,250,0.5,11738.819832543275
-20,250,0.55,11703.708706424002
-20,250,0.6000000000000001,11599.624340457784
-20,250,0.65,11430.20431601098
-20,250,0.7000000000000001,11201.163962350454
-20,250,0.75,10919.832402365837
-20,250,0.8,10594.602736952414
-20,250,0.8500000000000001,10234.367770308
-20,250,0.9,9848.00321522087
-20,250,0.9500000000000001,9443.94194090368
-20,250,1.0,9029.861409648673
-20,300,0.0,8985.597383130786
-20,300,0.05,9397.648107860035
-20,300,0.1,9799.72868965606
-20,300,0.15000000000000002,10184.199300845705
-20,300,0.2,10542.66840981049
-20,300,0.25,10866.303812158163
-20,300,0.30000000000000004,11146.256295868345
-20,300,0.35000000000000003,11374.1739026972
-20,300,0.4,11542.763436828087
-20,300,0.45,11646.33758531408
-20,300,0.5,11681.276598070024
-20,300,0.55,11646.337585314079
-20,300,0.6000000000000001,11542.763436828087
-20,300,0.65,11374.1739026972
-20,300,0.7000000000000001,11146.256295868345
-20,300,0.75,10866.303812158163
-20,300,0.8,10542.66840981049
-20,300,0.8500000000000001,10184.199300845705
-20,300,0.9,9799.72868965606
-20,300,0.9500000000000001,9397.648107860034
-20,300,1.0,8985.597383130786
-20,350,0.0,8941.76520077405
-20,350,0.05,9351.805921968036
-20,350,0.1,9751.925135072373
-20,350,0.15000000000000002,10134.520279865968
-20,350,0.2,10491.240759030929
-20,350,0.25,10813.297452098856
-20,350,0.30000000000000004,11091.884313937278
-20,350,0.35000000000000003,11318.690127562093
-20,350,0.4,11486.457273721608
-20,350,0.45,11589.52618245889
-20,350,0.5,11624.294761006267
-20,350,0.55,11589.526182458889
-20,350,0.6000000000000001,11486.457273721608
-20,350,0.65,11318.690127562093
-20,350,0.7000000000000001,11091.884313937278
-20,350,0.75,10813.297452098856
-20,350,0.8,10491.240759030929
-20,350,0.8500000000000001,10134.520279865968
-20,350,0.9,9751.925135072373
-20,350,0.9500000000000001,9351.805921968034
-20,350,1.0,8941.76520077405
-20,400,0.0,8898.358573585827
-20,400,0.05,9306.408805841977
-20,400,0.1,9704.585692669109
-20,400,0.15000000000000002,10085.32357947827
-20,400,0.2,10440.312405831746
-20,400,0.25,10760.805716894489
-20,400,0.30000000000000004,11038.040215325931
-20,400,0.35000000000000003,11263.745029855478
-20,400,0.4,11430.697772392863
-20,400,0.45,11533.266346621709
-20,400,0.5,11567.866145661577
-20,400,0.55,11533.266346621707
-20,400,0.6000000000000001,11430.697772392863
-20,400,0.65,11263.745029855478
-20,400,0.7000000000000001,11038.040215325931
-20,400,0.75,10760.805716894489
-20,400,0.8,10440.312405831746
-20,400,0.8500000000000001,10085.32357947827
-20,400,0.9,9704.585692669109
-20,400,0.9500000000000001,9306.408805841975
-20,400,1.0,8898.358573585827
-20,450,0.0,8855.371334099906
-20,450,0.05,9261.450309195397
-20,450,0.1,9657.703636182785
-20,450,0.15000000000000002,10036.6022095291
-20,450,0.2,10389.876114016135
-20,450,0.25,10708.821148213841
-20,450,0.30000000000000004,10984.71634955141
-20,450,0.35000000000000003,11209.330802658109
-20,450,0.4,11375.477010207389
-20,450,0.45,11477.550084077648
-20,450,0.5,11511.982734329878
-20,450,0.55,11477.550084077644
-20,450,0.6000000000000001,11375.477010207389
-20,450,0.65,11209.330802658109
-20,450,0.7000000000000001,10984.71634955141
-20,450,0.75,10708.821148213841
-20,450,0.8,10389.876114016135
-20,450,0.8500000000000001,10036.6022095291
-20,450,0.9,9657.703636182785
-20,450,0.9500000000000001,9261.450309195396
-20,450,1.0,8855.371334099906
-20,500,0.0,8812.797433455195
-20,500,0.05,9216.924105785803
-20,500,0.1,9611.272368701137
-20,500,0.15000000000000002,9988.349314290977
-20,500,0.2,10339.924786544903
-20,500,0.25,10657.336431155121
-20,500,0.30000000000000004,10931.90521325549
-20,500,0.35000000000000003,11155.439789183793
-20,500,0.4,11320.787216889083
-20,500,0.45,11422.369554827272
-20,500,0.5,11456.636663491752
-20,500,0.55,11422.369554827268
-20,500,0.6000000000000001,11320.787216889083
-20,500,0.65,11155.439789183793
-20,500,0.7000000000000001,10931.90521325549
-20,500,0.75,10657.336431155121
-20,500,0.8,10339.924786544903
-20,500,0.8500000000000001,9988.349314290977
-20,500,0.9,9611.272368701137
-20,500,0.9500000000000001,9216.924105785802
-20,500,1.0,8812.797433455195
-20,550,0.0,8770.63093855828
-20,550,0.05,9172.823990447117
-20,550,0.1,9565.285419568596
-20,550,0.15000000000000002,9940.558169246526
-20,550,0.2,10290.451462207368
-20,550,0.25,10606.344390814666
-20,550,0.30000000000000004,10879.59944668489
-20,550,0.35000000000000003,11102.064479187698
-20,550,0.4,11266.62077087526
-20,550,0.45,11367.717068919008
-20,550,0.5,11401.820220125765
-20,550,0.55,11367.717068919006
-20,550,0.6000000000000001,11266.62077087526
-20,550,0.65,11102.064479187698
-20,550,0.7000000000000001,10879.59944668489
-20,550,0.75,10606.344390814666
-20,550,0.8,10290.451462207368
-20,550,0.8500000000000001,9940.558169246526
-20,550,0.9,9565.285419568596
-20,550,0.9500000000000001,9172.823990447116
-20,550,1.0,8770.63093855828
-20,600,0.0,8728.86602932705
-20,600,0.05,9129.143876206892
-20,600,0.1,9519.736441380173
-20,600,0.15000000000000002,9893.222177964399
-20,600,0.2,10241.449312387333
-20,600,0.25,10555.837988953643
-20,600,0.30000000000000004,10827.791830272105
-20,600,0.35000000000000003,11049.19750547728
-20,600,0.4,11212.970195775855
-20,600,0.45,11313.585082876534
-20,600,0.5,11347.525838125164
-20,600,0.55,11313.585082876532
-20,600,0.6000000000000001,11212.970195775855
-20,600,0.65,11049.19750547728
-20,600,0.7000000000000001,10827.791830272105
-20,600,0.75,10555.837988953643
-20,600,0.8,10241.449312387333
-20,600,0.8500000000000001,9893.222177964399
-20,600,0.9,9519.736441380173
-20,600,0.9500000000000001,9129.14387620689
-20,600,1.0,8728.86602932705
-20,650,0.0,8687.496996012704
-20,650,0.05,9085.877791485533
-20,650,0.1,9474.619207060838
-20,650,0.15000000000000002,9846.334869064092
-20,650,0.2,10192.911637921045
-20,650,0.25,10505.81032075955
-20,650,0.30000000000000004,10776.47528131347
-20,650,0.35000000000000003,10996.831640522412
-20,650,0.4,11159.828156933316
-20,650,0.45,11259.966196227833
-20,650,0.5,11293.746094816515
-20,650,0.55,11259.966196227831
-20,650,0.6000000000000001,11159.828156933316
-20,650,0.65,10996.831640522412
-20,650,0.7000000000000001,10776.47528131347
-20,650,0.75,10505.81032075955
-20,650,0.8,10192.911637921045
-20,650,0.8500000000000001,9846.334869064092
-20,650,0.9,9474.619207060838
-20,650,0.9500000000000001,9085.87779148553
-20,650,1.0,8687.496996012704
-20,700,0.0,8646.518236597549
-20,700,0.05,9043.01987737475
-20,700,0.1,9429.92760702753
-20,700,0.15000000000000002,9799.88989326662
-20,700,0.2,10144.831866044056
-20,700,0.25,10456.254611699364
-20,700,0.30000000000000004,10725.642850741235
-20,700,0.35000000000000003,10944.959793161455
-20,700,0.4,11107.187458079856
-20,700,0.45,11206.853148132417
-20,700,0.5,11240.473707576813
-20,700,0.55,11206.853148132415
-20,700,0.6000000000000001,11107.187458079856
-20,700,0.65,10944.959793161455
-20,700,0.7000000000000001,10725.642850741235
-20,700,0.75,10456.254611699364
-20,700,0.8,10144.831866044056
-20,700,0.8500000000000001,9799.88989326662
-20,700,0.9,9429.92760702753
-20,700,0.9500000000000001,9043.019877374749
-20,700,1.0,8646.518236597549
-10,-400,0.0,12768.435214813806
-10,-400,0.05,13353.954770119026
-10,-400,0.1,13925.306861793579
-10,-400,0.15000000000000002,14471.635378603265
-10,-400,0.2,14981.016046261686
-10,-400,0.25,15440.898399309719
-10,-400,0.30000000000000004,15838.707804635444
-10,-400,0.35000000000000003,16162.576221283298
-10,-400,0.4,16402.140098080974
-10,-400,0.45,16549.317825780607
-10,-400,0.5,16598.965779257946
-10,-400,0.55,16549.3178257806
-10,-400,0.6000000000000001,16402.140098080974
-10,-400,0.65,16162.576221283298
-10,-400,0.7000000000000001,15838.707804635444
-10,-400,0.75,15440.898399309719
-10,-400,0.8,14981.016046261686
-10,-400,0.8500000000000001,14471.635378603265
-10,-400,0.9,13925.306861793579
-10,-400,0.9500000000000001,13353.954770119022
-10,-400,1.0,12768.435214813806
-10,-350,0.0,12830.720264642165
-10,-350,0.05,13419.096012900094
-10,-350,0.1,13993.235187948672
-10,-350,0.15000000000000002,14542.228721913529
-10,-350,0.2,15054.094173316622
-10,-350,0.25,15516.219854916108
-10,-350,0.30000000000000004,15915.96979392635
-10,-350,0.35000000000000003,16241.418056509074
-10,-350,0.4,16482.15053758381
-10,-350,0.45,16630.046205418563
-10,-350,0.5,16679.936344034813
-10,-350,0.55,16630.046205418555
-10,-350,0.6000000000000001,16482.15053758381
-10,-350,0.65,16241.418056509074
-10,-350,0.7000000000000001,15915.96979392635
-10,-350,0.75,15516.219854916108
-10,-350,0.8,15054.094173316622
-10,-350,0.8500000000000001,14542.228721913529
-10,-350,0.9,13993.235187948672
-10,-350,0.9500000000000001,13419.096012900094
-10,-350,1.0,12830.720264642165
-10,-300,0.0,12893.61595221394
-10,-300,0.05,13484.87589531627
-10,-300,0.1,14061.829478085674
-10,-300,0.15000000000000002,14613.514156824865
-10,-300,0.2,15127.888752597582
-10,-300,0.25,15592.279756165695
-10,-300,0.30000000000000004,15993.989253700498
-10,-300,0.35000000000000003,16321.032850903724
-10,-300,0.4,16562.945393160197
-10,-300,0.45,16711.566039758847
-10,-300,0.5,16761.70073787812
-10,-300,0.55,16711.566039758844
-10,-300,0.6000000000000001,16562.945393160197
-10,-300,0.65,16321.032850903724
-10,-300,0.7000000000000001,15993.989253700498
-10,-300,0.75,15592.279756165695
-10,-300,0.8,15127.888752597582
-10,-300,0.8500000000000001,14613.514156824865
-10,-300,0.9,14061.829478085674
-10,-300,0.9500000000000001,13484.875895316267
-10,-300,1.0,12893.61595221394
-10,-250,0.0,12957.131301732235
-10,-250,0.05,13551.303855391721
-10,-250,0.1,14131.099574036838
-10,-250,0.15000000000000002,14685.501911291987
-10,-250,0.2,15202.41037206851
-10,-250,0.25,15669.089016048289
-10,-250,0.30000000000000004,16072.777378102965
-10,-250,0.35000000000000003,16401.432027509163
-10,-250,0.4,16644.536257165917
-10,-250,0.45,16793.88902517638
-10,-250,0.5,16844.270692251906
-10,-250,0.55,16793.889025176373
-10,-250,0.6000000000000001,16644.536257165917
-10,-250,0.65,16401.432027509163
-10,-250,0.7000000000000001,16072.777378102965
-10,-250,0.75,15669.089016048289
-10,-250,0.8,15202.41037206851
-10,-250,0.8500000000000001,14685.501911291987
-10,-250,0.9,14131.099574036838
-10,-250,0.9500000000000001,13551.30385539172
-10,-250,1.0,12957.131301732235
-10,-200,0.0,13021.275516097247
-10,-200,0.05,13618.389518042171
-10,-200,0.1,14201.055512522165
-10,-200,0.15000000000000002,14758.202415803331
-10,-200,0.2,15277.669829355977
-10,-200,0.25,15746.658763652487
-10,-200,0.30000000000000004,16152.345582945056
-10,-200,0.35000000000000003,16482.627235566135
-10,-200,0.4,16726.934951508323
-10,-200,0.45,16877.027089657448
-10,-200,0.5,16927.65817092642
-10,-200,0.55,16877.027089657444
-10,-200,0.6000000000000001,16726.934951508323
-10,-200,0.65,16482.627235566135
-10,-200,0.7000000000000001,16152.345582945056
-10,-200,0.75,15746.658763652487
-10,-200,0.8,15277.669829355977
-10,-200,0.8500000000000001,14758.202415803331
-10,-200,0.9,14201.055512522165
-10,-200,0.9500000000000001,13618.389518042171
-10,-200,1.0,13021.275516097247
-10,-150,0.0,13086.057981351463
-10,-150,0.05,13686.142699723976
-10,-150,0.1,14271.707529997402
-10,-150,0.15000000000000002,14831.626308419267
-10,-150,0.2,15353.678136964714
-10,-150,0.25,15825.000349541306
-10,-150,0.30000000000000004,16232.705511218417
-10,-150,0.35000000000000003,16564.630356141093
-10,-150,0.4,16810.15353335662
-10,-150,0.45,16960.992398561222
-10,-150,0.5,17011.875375756903
-10,-150,0.55,16960.992398561215
-10,-150,0.6000000000000001,16810.15353335662
-10,-150,0.65,16564.630356141093
-10,-150,0.7000000000000001,16232.705511218417
-10,-150,0.75,15825.000349541306
-10,-150,0.8,15353.678136964714
-10,-150,0.8500000000000001,14831.626308419267
-10,-150,0.9,14271.707529997402
-10,-150,0.9500000000000001,13686.142699723976
-10,-150,1.0,13086.057981351463
-10,-100,0.0,13151.488271258217
-10,-100,0.05,13754.573413222595
-10,-100,0.1,14343.066067647389
-10,-100,0.15000000000000002,14905.784439961364
-10,-100,0.2,15430.446527649536
-10,-100,0.25,15904.12535128901
-10,-100,0.30000000000000004,16313.869038774508
-10,-100,0.35000000000000003,16647.4535079218
-10,-100,0.4,16894.204301023405
-10,-100,0.45,17045.797360554025
-10,-100,0.5,17096.934752635683
-10,-100,0.55,17045.79736055402
-10,-100,0.6000000000000001,16894.204301023405
-10,-100,0.65,16647.4535079218
-10,-100,0.7000000000000001,16313.869038774508
-10,-100,0.75,15904.12535128901
-10,-100,0.8,15430.446527649536
-10,-100,0.8500000000000001,14905.784439961364
-10,-100,0.9,14343.066067647389
-10,-100,0.9500000000000001,13754.573413222593
-10,-100,1.0,13151.488271258217
-10,-50,0.0,13217.576152018311
-10,-50,0.05,13823.691872585523
-10,-50,0.1,14415.14177653004
-10,-50,0.15000000000000002,14980.687879358155
-10,-50,0.2,15507.986459949281
-10,-50,0.25,15984.045579184936
-10,-50,0.30000000000000004,16395.848280175385
-10,-50,0.35000000000000003,16731.109053187738
-10,-50,0.4,16979.099800023523
-10,-50,0.45,17131.45463372264
-10,-50,0.5,17182.848997623805
-10,-50,0.55,17131.45463372263
-10,-50,0.6000000000000001,16979.099800023523
-10,-50,0.65,16731.109053187738
-10,-50,0.7000000000000001,16395.848280175385
-10,-50,0.75,15984.045579184936
-10,-50,0.8,15507.986459949281
-10,-50,0.8500000000000001,14980.687879358155
-10,-50,0.9,14415.14177653004
-10,-50,0.9500000000000001,13823.69187258552
-10,-50,1.0,13217.576152018311
-10,0,0.0,13284.331587129514
-10,0,0.05,13893.508498204641
-10,0,0.1,14487.945522876149
-10,0,0.15000000000000002,15056.347919152891
-10,0,0.2,15586.30962388842
-10,0,0.25,16064.77308211011
-10,0,0.30000000000000004,16478.655594721724
-10,0,0.35000000000000003,16815.609603961413
-10,0,0.4,17064.85282931657
-10,0,0.45,17217.97713187275
-10,0,0.5,17269.631063268367
-10,0,0.55,17217.977131872747
-10,0,0.6000000000000001,17064.85282931657
-10,0,0.65,16815.609603961413
-10,0,0.7000000000000001,16478.655594721724
-10,0,0.75,16064.77308211011
-10,0,0.8,15586.30962388842
-10,0,0.8500000000000001,15056.347919152891
-10,0,0.9,14487.945522876149
-10,0,0.9500000000000001,13893.508498204641
-10,0,1.0,13284.331587129514
-10,50,0.0,13217.576152018311
-10,50,0.05,13823.691872585523
-10,50,0.1,14415.14177653004
-10,50,0.15000000000000002,14980.687879358155
-10,50,0.2,15507.986459949281
-10,50,0.25,15984.045579184936
-10,50,0.30000000000000004,16395.848280175385
-10,50,0.35000000000000003,16731.109053187738
-10,50,0.4,16979.099800023523
-10,50,0.45,17131.45463372264
-10,50,0.5,17182.848997623805
-10,50,0.55,17131.45463372263
-10,50,0.6000000000000001,16979.099800023523
-10,50,0.65,16731.109053187738
-10,50,0.7000000000000001,16395.848280175385
-10,50,0.75,15984.045579184936
-10,50,0.8,15507.986459949281
-10,50,0.8500000000000001,14980.687879358155
-10,50,0.9,14415.14177653004
-10,50,0.9500000000000001,13823.69187258552
-10,50,1.0,13217.576152018311
-10,100,0.0,13151.488271258217
-10,100,0.05,13754.573413222595
-10,100,0.1,14343.066067647389
-10,100,0.15000000000000002,14905.784439961364
-10,100,0.2,15430.446527649536
-10,100,0.25,15904.12535128901
-10,100,0.30000000000000004,16313.869038774508
-10,100,0.35000000000000003,16647.4535079218
-10,100,0.4,16894.204301023405
-10,100,0.45,17045.797360554025
-10,100,0.5,17096.934752635683
-10,100,0.55,17045.79736055402
-10,100,0.6000000000000001,16894.204301023405
-10,100,0.65,16647.4535079218
-10,100,0.7000000000000001,16313.869038774508
-10,100,0.75,15904.12535128901
-10,100,0.8,15430.446527649536
-10,100,0.8500000000000001,14905.784439961364
-10,100,0.9,14343.066067647389
-10,100,0.9500000000000001,13754.573413222593
-10,100,1.0,13151.488271258217
-10,150,0.0,13086.057981351463
-10,150,0.05,13686.142699723976
-10,150,0.1,14271.707529997402
-10,150,0.15000000000000002,14831.626308419267
-10,150,0.2,15353.678136964714
-10,150,0.25,15825.000349541306
-10,150,0.30000000000000004,16232.705511218417
-10,150,0.35000000000000003,16564.630356141093
-10,150,0.4,16810.15353335662
-10,150,0.45,16960.992398561222
-10,150,0.5,17011.875375756903
-10,150,0.55,16960.992398561215
-10,150,0.6000000000000001,16810.15353335662
-10,150,0.65,16564.630356141093
-10,150,0.7000000000000001,16232.705511218417
