Temperature [degC],Current [A],SoC,R1 [Ohm]
-20,350,0.0,0.0033550422457305214
-20,350,0.05,0.003207936547263875
-20,350,0.1,0.003076315659162139
-20,350,0.15000000000000002,0.002960179581425314
-20,350,0.2,0.002859528314053398
-20,350,0.25,0.002774361857046392
-20,350,0.30000000000000004,0.002704680210404297
-20,350,0.35000000000000003,0.002650483374127111
-20,350,0.4,0.0026117713482148365
-20,350,0.45,0.0025885441326674715
-20,350,0.5,0.0025808017274850164
-20,350,0.55,0.002588544132667472
-20,350,0.6000000000000001,0.0026117713482148365
-20,350,0.65,0.002650483374127111
-20,350,0.7000000000000001,0.002704680210404297
-20,350,0.75,0.002774361857046392
-20,350,0.8,0.002859528314053398
-20,350,0.8500000000000001,0.002960179581425314
-20,350,0.9,0.003076315659162139
-20,350,0.9500000000000001,0.0032079365472638755
-20,350,1.0,0.0033550422457305214
-20,400,0.0,0.0033714083054657926
-20,400,0.05,0.003223585018226138
-20,400,0.1,0.0030913220770117105
-20,400,0.15000000000000002,0.0029746194818225107
-20,400,0.2,0.002873477232658537
-20,400,0.25,0.00278789532951979
-20,400,0.30000000000000004,0.0027178737724062696
-20,400,0.35000000000000003,0.002663412561317976
-20,400,0.4,0.0026245116962549087
-20,400,0.45,0.0026011711772170694
-20,400,0.5,0.0025933910042044554
-20,400,0.55,0.00260117117721707
-20,400,0.6000000000000001,0.0026245116962549087
-20,400,0.65,0.002663412561317976
-20,400,0.7000000000000001,0.0027178737724062696
-20,400,0.75,0.00278789532951979
-20,400,0.8,0.002873477232658537
-20,400,0.8500000000000001,0.0029746194818225107
-20,400,0.9,0.0030913220770117105
-20,400,0.9500000000000001,0.0032235850182261386
-20,400,1.0,0.0033714083054657926
-20,450,0.0,0.003387774365201063
-20,450,0.05,0.0032392334891884005
-20,450,0.1,0.003106328494861282
-20,450,0.15000000000000002,0.0029890593822197073
-20,450,0.2,0.0028874261512636754
-20,450,0.25,0.0028014288019931866
-20,450,0.30000000000000004,0.0027310673344082413
-20,450,0.35000000000000003,0.0026763417485088396
-20,450,0.4,0.0026372520442949814
-20,450,0.45,0.002613798221766666
-20,450,0.5,0.0026059802809238943
-20,450,0.55,0.0026137982217666667
-20,450,0.6000000000000001,0.0026372520442949814
-20,450,0.65,0.0026763417485088396
-20,450,0.7000000000000001,0.0027310673344082413
-20,450,0.75,0.0028014288019931866
-20,450,0.8,0.0028874261512636754
-20,450,0.8500000000000001,0.0029890593822197073
-20,450,0.9,0.003106328494861282
-20,450,0.9500000000000001,0.0032392334891884014
-20,450,1.0,0.003387774365201063
-20,500,0.0,0.003404140424936334
-20,500,0.05,0.0032548819601506637
-20,500,0.1,0.0031213349127108534
-20,500,0.15000000000000002,0.0030034992826169045
-20,500,0.2,0.002901375069868814
-20,500,0.25,0.0028149622744665834
-20,500,0.30000000000000004,0.002744260896410214
-20,500,0.35000000000000003,0.0026892709356997036
-20,500,0.4,0.002649992392335054
-20,500,0.45,0.0026264252663162637
-20,500,0.5,0.002618569557643334
-20,500,0.55,0.0026264252663162646
-20,500,0.6000000000000001,0.002649992392335054
-20,500,0.65,0.0026892709356997036
-20,500,0.7000000000000001,0.002744260896410214
-20,500,0.75,0.0028149622744665834
-20,500,0.8,0.002901375069868814
-20,500,0.8500000000000001,0.0030034992826169045
-20,500,0.9,0.0031213349127108534
-20,500,0.9500000000000001,0.0032548819601506645
-20,500,1.0,0.003404140424936334
-20,550,0.0,0.0034205064846716047
-20,550,0.05,0.003270530431112926
-20,550,0.1,0.0031363413305604245
-20,550,0.15000000000000002,0.0030179391830141003
-20,550,0.2,0.0029153239884739525
-20,550,0.25,0.0028284957469399807
-20,550,0.30000000000000004,0.0027574544584121857
-20,550,0.35000000000000003,0.002702200122890567
-20,550,0.4,0.0026627327403751263
-20,550,0.45,0.002639052310865861
-20,550,0.5,0.0026311588343627726
-20,550,0.55,0.0026390523108658615
-20,550,0.6000000000000001,0.0026627327403751263
-20,550,0.65,0.002702200122890567
-20,550,0.7000000000000001,0.0027574544584121857
-20,550,0.75,0.0028284957469399807
-20,550,0.8,0.0029153239884739525
-20,550,0.8500000000000001,0.0030179391830141003
-20,550,0.9,0.0031363413305604245
-20,550,0.9500000000000001,0.0032705304311129264
-20,550,1.0,0.0034205064846716047
-20,600,0.0,0.003436872544406876
-20,600,0.05,0.003286178902075189
-20,600,0.1,0.0031513477484099964
-20,600,0.15000000000000002,0.0030323790834112974
-20,600,0.2,0.0029292729070790912
-20,600,0.25,0.002842029219413378
-20,600,0.30000000000000004,0.002770648020414158
-20,600,0.35000000000000003,0.0027151293100814316
-20,600,0.4,0.0026754730884151986
-20,600,0.45,0.002651679355415459
-20,600,0.5,0.002643748111082212
-20,600,0.55,0.0026516793554154593
-20,600,0.6000000000000001,0.0026754730884151986
-20,600,0.65,0.0027151293100814316
-20,600,0.7000000000000001,0.002770648020414158
-20,600,0.75,0.002842029219413378
-20,600,0.8,0.0029292729070790912
-20,600,0.8500000000000001,0.0030323790834112974
-20,600,0.9,0.0031513477484099964
-20,600,0.9500000000000001,0.0032861789020751896
-20,600,1.0,0.003436872544406876
-20,650,0.0,0.0034532386041421464
-20,650,0.05,0.003301827373037452
-20,650,0.1,0.0031663541662595674
-20,650,0.15000000000000002,0.003046818983808494
-20,650,0.2,0.002943221825684229
-20,650,0.25,0.0028555626918867747
-20,650,0.30000000000000004,0.00278384158241613
-20,650,0.35000000000000003,0.002728058497272295
-20,650,0.4,0.002688213436455271
-20,650,0.45,0.002664306399965056
-20,650,0.5,0.002656337387801651
-20,650,0.55,0.0026643063999650563
-20,650,0.6000000000000001,0.002688213436455271
-20,650,0.65,0.002728058497272295
-20,650,0.7000000000000001,0.00278384158241613
-20,650,0.75,0.0028555626918867747
-20,650,0.8,0.002943221825684229
-20,650,0.8500000000000001,0.003046818983808494
-20,650,0.9,0.0031663541662595674
-20,650,0.9500000000000001,0.0033018273730374523
-20,650,1.0,0.0034532386041421464
-20,700,0.0,0.0034696046638774177
-20,700,0.05,0.003317475843999715
-20,700,0.1,0.0031813605841091394
-20,700,0.15000000000000002,0.0030612588842056907
-20,700,0.2,0.002957170744289368
-20,700,0.25,0.0028690961643601715
-20,700,0.30000000000000004,0.0027970351444181027
-20,700,0.35000000000000003,0.0027409876844631596
-20,700,0.4,0.0027009537844953435
-20,700,0.45,0.0026769334445146536
-20,700,0.5,0.0026689266645210903
-20,700,0.55,0.002676933444514654
-20,700,0.6000000000000001,0.0027009537844953435
-20,700,0.65,0.0027409876844631596
-20,700,0.7000000000000001,0.0027970351444181027
-20,700,0.75,0.0028690961643601715
-20,700,0.8,0.002957170744289368
-20,700,0.8500000000000001,0.0030612588842056907
-20,700,0.9,0.0031813605841091394
-20,700,0.9500000000000001,0.0033174758439997155
-20,700,1.0,0.0034696046638774177
-10,-400,0.0,0.002349543972717527
-10,-400,0.05,0.0022465255062214507
-10,-400,0.1,0.002154351088830225
-10,-400,0.15000000000000002,0.002073020720543849
-10,-400,0.2,0.002002534401362323
-10,-400,0.25,0.0019428921312856474
-10,-400,0.30000000000000004,0.001894093910313822
-10,-400,0.35000000000000003,0.0018561397384468463
-10,-400,0.4,0.0018290296156847213
-10,-400,0.45,0.001812763542027446
-10,-400,0.5,0.001807341517475021
-10,-400,0.55,0.0018127635420274466
-10,-400,0.6000000000000001,0.0018290296156847213
-10,-400,0.65,0.0018561397384468463
-10,-400,0.7000000000000001,0.001894093910313822
-10,-400,0.75,0.0019428921312856474
-10,-400,0.8,0.002002534401362323
-10,-400,0.8500000000000001,0.002073020720543849
-10,-400,0.9,0.002154351088830225
-10,-400,0.9500000000000001,0.002246525506221451
-10,-400,1.0,0.002349543972717527
-10,-350,0.0,0.002338138419451908
-10,-350,0.05,0.0022356200425990166
-10,-350,0.1,0.002143893073835903
-10,-350,0.15000000000000002,0.002062957513162568
-10,-350,0.2,0.0019928133605790106
-10,-350,0.25,0.0019334606160852316
-10,-350,0.30000000000000004,0.0018848992796812306
-10,-350,0.35000000000000003,0.001847129351367007
-10,-350,0.4,0.001820150831142562
-10,-350,0.45,0.001803963719007895
-10,-350,0.5,0.0017985680149630063
-10,-350,0.55,0.0018039637190078955
-10,-350,0.6000000000000001,0.001820150831142562
-10,-350,0.65,0.001847129351367007
-10,-350,0.7000000000000001,0.0018848992796812306
-10,-350,0.75,0.0019334606160852316
-10,-350,0.8,0.0019928133605790106
-10,-350,0.8500000000000001,0.002062957513162568
-10,-350,0.9,0.002143893073835903
-10,-350,0.9500000000000001,0.0022356200425990166
-10,-350,1.0,0.002338138419451908
-10,-300,0.0,0.002326732866186289
-10,-300,0.05,0.0022247145789765824
-10,-300,0.1,0.0021334350588415817
-10,-300,0.15000000000000002,0.0020528943057812874
-10,-300,0.2,0.0019830923197956987
-10,-300,0.25,0.001924029100884816
-10,-300,0.30000000000000004,0.0018757046490486392
-10,-300,0.35000000000000003,0.001838118964287168
-10,-300,0.4,0.0018112720466004037
-10,-300,0.45,0.0017951638959883445
-10,-300,0.5,0.0017897945124509917
-10,-300,0.55,0.001795163895988345
-10,-300,0.6000000000000001,0.0018112720466004037
-10,-300,0.65,0.001838118964287168
-10,-300,0.7000000000000001,0.0018757046490486392
-10,-300,0.75,0.001924029100884816
-10,-300,0.8,0.0019830923197956987
-10,-300,0.8500000000000001,0.0020528943057812874
-10,-300,0.9,0.0021334350588415817
-10,-300,0.9500000000000001,0.002224714578976583
-10,-300,1.0,0.002326732866186289
-10,-250,0.0,0.00231532731292067
-10,-250,0.05,0.002213809115354148
-10,-250,0.1,0.00212297704384726
-10,-250,0.15000000000000002,0.002042831098400006
-10,-250,0.2,0.001973371279012386
-10,-250,0.25,0.0019145975856843997
-10,-250,0.30000000000000004,0.0018665100184160478
-10,-250,0.35000000000000003,0.0018291085772073289
-10,-250,0.4,0.0018023932620582445
-10,-250,0.45,0.0017863640729687935
-10,-250,0.5,0.0017810210099389768
-10,-250,0.55,0.0017863640729687941
-10,-250,0.6000000000000001,0.0018023932620582445
-10,-250,0.65,0.0018291085772073289
-10,-250,0.7000000000000001,0.0018665100184160478
-10,-250,0.75,0.0019145975856843997
-10,-250,0.8,0.001973371279012386
-10,-250,0.8500000000000001,0.002042831098400006
-10,-250,0.9,0.00212297704384726
-10,-250,0.9500000000000001,0.0022138091153541483
-10,-250,1.0,0.00231532731292067
-10,-200,0.0,0.002303921759655051
-10,-200,0.05,0.002202903651731714
-10,-200,0.1,0.002112519028852939
-10,-200,0.15000000000000002,0.002032767891018726
-10,-200,0.2,0.001963650238229074
-10,-200,0.25,0.0019051660704839841
-10,-200,0.30000000000000004,0.0018573153877834566
-10,-200,0.35000000000000003,0.0018200981901274902
-10,-200,0.4,0.0017935144775160857
-10,-200,0.45,0.001777564249949243
-10,-200,0.5,0.0017722475074269622
-10,-200,0.55,0.0017775642499492435
-10,-200,0.6000000000000001,0.0017935144775160857
-10,-200,0.65,0.0018200981901274902
-10,-200,0.7000000000000001,0.0018573153877834566
-10,-200,0.75,0.0019051660704839841
-10,-200,0.8,0.001963650238229074
-10,-200,0.8500000000000001,0.002032767891018726
-10,-200,0.9,0.002112519028852939
-10,-200,0.9500000000000001,0.002202903651731714
-10,-200,1.0,0.002303921759655051
-10,-150,0.0,0.0022925162063894317
-10,-150,0.05,0.0021919981881092796
-10,-150,0.1,0.002102061013858617
-10,-150,0.15000000000000002,0.002022704683637445
-10,-150,0.2,0.0019539291974457616
-10,-150,0.25,0.0018957345552835683
-10,-150,0.30000000000000004,0.001848120757150865
-10,-150,0.35000000000000003,0.0018110878030476508
-10,-150,0.4,0.0017846356929739268
-10,-150,0.45,0.001768764426929692
-10,-150,0.5,0.0017634740049149475
-10,-150,0.55,0.0017687644269296925
-10,-150,0.6000000000000001,0.0017846356929739268
-10,-150,0.65,0.0018110878030476508
-10,-150,0.7000000000000001,0.001848120757150865
-10,-150,0.75,0.0018957345552835683
-10,-150,0.8,0.0019539291974457616
-10,-150,0.8500000000000001,0.002022704683637445
-10,-150,0.9,0.002102061013858617
-10,-150,0.9500000000000001,0.0021919981881092796
-10,-150,1.0,0.0022925162063894317
-10,-100,0.0,0.002281110653123813
-10,-100,0.05,0.0021810927244868454
-10,-100,0.1,0.0020916029988642957
-10,-100,0.15000000000000002,0.002012641476256164
-10,-100,0.2,0.0019442081566624495
-10,-100,0.25,0.0018863030400831527
-10,-100,0.30000000000000004,0.0018389261265182738
-10,-100,0.35000000000000003,0.0018020774159678119
-10,-100,0.4,0.001775756908431768
-10,-100,0.45,0.0017599646039101417
-10,-100,0.5,0.001754700502402933
-10,-100,0.55,0.001759964603910142
-10,-100,0.6000000000000001,0.001775756908431768
-10,-100,0.65,0.0018020774159678119
-10,-100,0.7000000000000001,0.0018389261265182738
-10,-100,0.75,0.0018863030400831527
-10,-100,0.8,0.0019442081566624495
-10,-100,0.8500000000000001,0.002012641476256164
-10,-100,0.9,0.0020916029988642957
-10,-100,0.9500000000000001,0.002181092724486846
-10,-100,1.0,0.002281110653123813
-10,-50,0.0,0.0022697050998581937
-10,-50,0.05,0.0021701872608644113
-10,-50,0.1,0.0020811449838699743
-10,-50,0.15000000000000002,0.0020025782688748834
-10,-50,0.2,0.0019344871158791374
-10,-50,0.25,0.001876871524882737
-10,-50,0.30000000000000004,0.0018297314958856824
-10,-50,0.35000000000000003,0.0017930670288879727
-10,-50,0.4,0.0017668781238896092
-10,-50,0.45,0.0017511647808905908
-10,-50,0.5,0.0017459269998909182
-10,-50,0.55,0.0017511647808905915
-10,-50,0.6000000000000001,0.0017668781238896092
-10,-50,0.65,0.0017930670288879727
-10,-50,0.7000000000000001,0.0018297314958856824
-10,-50,0.75,0.001876871524882737
-10,-50,0.8,0.0019344871158791374
-10,-50,0.8500000000000001,0.0020025782688748834
-10,-50,0.9,0.0020811449838699743
-10,-50,0.9500000000000001,0.0021701872608644117
-10,-50,1.0,0.0022697050998581937
-10,0,0.0,0.0022582995465925747
-10,0,0.05,0.002159281797241977
-10,0,0.1,0.002070686968875653
-10,0,0.15000000000000002,0.0019925150614936026
-10,0,0.2,0.001924766075095825
-10,0,0.25,0.0018674400096823213
-10,0,0.30000000000000004,0.0018205368652530912
-10,0,0.35000000000000003,0.0017840566418081336
-10,0,0.4,0.0017579993393474504
-10,0,0.45,0.0017423649578710402
-10,0,0.5,0.0017371534973789039
-10,0,0.55,0.0017423649578710407
-10,0,0.6000000000000001,0.0017579993393474504
-10,0,0.65,0.0017840566418081336
-10,0,0.7000000000000001,0.0018205368652530912
-10,0,0.75,0.0018674400096823213
-10,0,0.8,0.001924766075095825
-10,0,0.8500000000000001,0.0019925150614936026
-10,0,0.9,0.002070686968875653
-10,0,0.9500000000000001,0.002159281797241977
-10,0,1.0,0.0022582995465925747
